additional_cards_rules_key;Extra Kártyák
nr400_poi_22_opt_c;Emeljen a zsoldjukon. Úgy találom, az – rendszerint – javítja a morált.
nr400_poi_23_desc;Egy újabb lepusztult híd... A pallók már szétkorhadtak, de a tartóoszlopok még állnak, látszólag stabilan és erôsen. Ha úgy parancsolja, a mérnökeink nekilátnak az átkelô helyreállításának.
nr400_poi_23_opt_a;Igen, nincs más lehetôségünk, mint újjáépíteni.
nr400_poi_23_opt_b;Nem éri meg a ráfordított idôt és nyersanyagot. Kerülôvel megyünk.
nr400_poi_24_letter;1. nap\nKijelöltük a település határait, és nekikezdtünk a munkálatoknak a palánkon. Ha az istenek is úgy akarják, termô területté alakítjuk ezeket a mocsarakat. Angren lesz egész Temeria bôségkosara!\n\n23. nap\nNem értem. A föld, amit egyik nap beszántunk, másnapra már tövises indákkal benôtt megint. A birkák sorra pusztulnak. Úgy tûnik, a rothadás már azelôtt beáll, hogy kilehelnék a lelküket.\n\n43. nap\nAz esô csak nem áll el. A készletek fogytán, és nincs mit learatnunk. És a tetejébe még ezek az átkozott szúnyogok és kullancsok is...\n\n51. nap\nCsak hárman maradtunk. Holnap nekiindulunk a Jaruga irányába. Melitele, Jó Anya, könyörülj rajtunk!
nr400_poi_24_letter_title;Birkabôrbe kötött krónika
nr400_poi_25_letter;Ragbardtól, Temeria, Mahakam és a Pontar-völgyének urától\nDrogovitnak, királyi fôvadásznak\n\nÉrdeklôdéssel olvastam levelét. Az Ysgith valóban rémisztô helynek tûnik. Így már kevésbé meglepô, hogy a tündék harc nélkül feladták.\n\nAkárhogy is, a kitermelésnek folytatódnia kell. Az erôs és tartós építôanyagok hiányában Tuzla várának építése akadályokba ütközik. Szükségünk van két tucat tölgyre, melyek legalább száz esztendôsek kell hogy legyenek, nem kevesebb.\n\nSzámítok Önre, Drogovit. Ne okozzon nekem csalódást – és számíthat a nagylelkûségemre!\n\n- Ragbard
nr400_poi_25_letter_title;Ragbard parancsa
nr400_poi_26_desc;Felség, ezek a gubók... Emberek vannak bennük... A színük alapján, azt mondanám, nilfgaardiak. Feltehetôleg most már csak bôr és haj maradt belôlük, miután valami kiszívta a belsôségeiket. Mégis, néhányuk még életben van. Mi tévôk legyünk a túlélôkkel?
nr400_poi_26_opt_a;Hagyják ôket. A szörny, ami ezt tette velük, nagy szívességet tett nekünk.
nr400_poi_26_opt_b;Szabadítsák ki és sorozzák be ôket. Valakinek a latrinákat is ki kell ásnia.
nr400_poi_26_opt_c;Szabadítsák meg ôket a felszereléseiktôl, aztán hagyják meghalni a hódítóinkat.
nr400_poi_27_desc;Asszonyom...! A házak tele vannak hullákkal. Tucatszám... Semmi jelét nem látjuk bomlásnak, és mégis... Vastagon lepi be ôket a por, mintha már századok óta hevernének ott.
nr400_poi_27_opt_a;El kell hagynunk ezt a helyet. Azonnal!
nr400_poi_27_opt_b;A katonák kutassák át a hajlékokat. Talán találunk valami értékeset is.
nr400_poi_28_letter;Fferys Liogwr ezredestôl\nDwyllyn Ffionr tizedesnek\n\nMeve királynô kiutat talált a kelepcébôl, és most egyenesen Rôtlobinden felé tart. Meg kell akadályozni, hogy egérutat nyerjen! Ha kudarcot vallana, az egységébôl minden harmadik katonát megkorbácsoltatok, és egy hónap magánzárkára ítélek.
nr400_poi_28_letter_title;Parancsok
nr400_poi_29a_key_name;Drogovit kulcsa
nr400_poi_29a_letter;Drogovittôl, királyi fôvadásztól\nRagbardnak, Temeria, Mahakam és a Pontár-völgy urának\n\nUram, bocsánatáért esedezem! Kudarcot vallottam a feladatom teljesítésében. Egyszerûen nem áll rendelkezésünkre elég munkaerô. Az emberek úgy hullanak, mint a legyek, betegségektôl és elfertôzôdött sebektôl halnak.\n\nElhagytuk a tábort. A legnagyobb értékeinket lezárt ládákban Vizimába küldtem. Azonban jómagam nem fogok visszatérni a fôvárosba, mint hogy nem vagyok olyan állapotban, hogy utazzam. Szereztem egy sebet a lábamon, ami már üszkösödésnek is indult.\n\nIgazán megtisztelô volt az Ön parancsnoksága alatt szolgálni.
nr400_poi_29a_letter_title;Viharvert levél
nr400_poi_30_desc;Asszonyom, egy vándorkereskedô állt meg a táborunk tôszomszédságában. Arra kéri Önt, kegyeskedjék megtekinteni a portékáit. Mi a válasza?
nr400_poi_30_opt_a;Mindenképp vetek rájuk egy pillantást.
nr400_poi_30_opt_b;Inkább eladnék valamit.
nr400_poi_30_opt_c;Nincs idônk kereskedni. Induljunk is tovább.
nr400_poi_31_map_title;Átázott térkép
nr400_poi29a_key_name;Drogovit kulcsa
nr400_section_1_name;Draeg Wern
nr400_section_2_name;Caorach Oilean
nr400_section_3_name;Ysgith
nr5_loc_location02;Egon útja
nr5_loc_location03;Ürdüng tornya
nr5_loc_location04;Rívia város
nr5_loc_location05;Füzesliget
nr5_loc_location06;Sártelek
nr5_loc_location07;Szélesfej
nr5_loc_location08;Caldwell gróf birtoka
nr5_loc_location09;Kányakatlan
nr5_loc_location10;Fokvár
nr5_loc_location11;A Brossard család temetôje
nr5_npc02_reward_map_title;A falubéli térképe
nr500_poi_01_desc;Asszonyom! A katonáink kezdenek türelmetlenné válni. Nehezen tûrik, hogy Nilfgaard zászlaja leng szerte a királyságban. Szeretnék újra látni a Rívia címerével ékes zászlókat fennen lobogni az azokat megilletô helyeken. Felség, tisztában vagyok vele, hogy sokkal sürgetôbb ügyek kötik most le a figyelmét, de ez minden bizonnyal javítana a közhangulaton.
nr500_poi_01_opt_a;Egyetértek, teljes szívembôl. Tüstént új lobogókat kell készíttetnünk.
nr500_poi_01_opt_b;Haladéktalanul el kell távolítanunk az ellenség zászlajait, de még várnunk kell a sajátjaink kitûzésével.
nr500_poi_01_opt_c;Nem most van itt az ideje a büszkeségnek, sem az önérzetnek. Megyünk tovább.
nr500_poi_02_letter;Ardal aep Dahy tábornoktól, fôkancellártól, a "Kelet" Hadseregcsoport fôparancsnokától\nYion Frran ôrmesternek\n\nÔrmester, Meve királynô Ríviához közelít. Bár végsô bukása már biztosított, nem hagyhatjuk figyelmen kívül annak a lehetôségét, hogy áttör a határon felállított kordonon. Ezért minden helyôrség parancsnoknak azt ajánlom, hogy rejtse el az ezrede vagyonát. Így abban a valószínûtlen esetben, ha a határon kudarcot vallanának, sem kerülnének az értékes készletek az ellenség kezére. Térképen jelöljék meg a rejtekhelyeket, és azonnal továbbítsák azokat a fôparancsnokságnak.
nr500_poi_02_letter_title;Parancsok Frran ôrmesternek
nr500_poi_02_map_title;Ffran ôrmester térképe
nr500_poi_03_desc;Felség! Valaki félbevágott egy fát, és az most elôttünk hever, keresztbe az úton... Nem tudjuk, kiknek a mûve lehet. Mi a parancsa? Utasítsam a hadmérnököket az eltávolítására?
nr500_poi_03_opt_a;Igen. Lássanak munkához tüstént.
nr500_poi_03_opt_b;Nyugtalanít a dolog. Valami nincs itt rendjén... Visszafordulunk.
nr500_poi_04_desc;Királynôm! A falu lakosait az utolsó lélekig lemészárolták. Senki sem maradt életben. Azaz... néhány nilfgaardi kivételével. Azt állítják, nemrégiben érkeztek, hogy utánajárjanak, mi lett a sorsa az eltûnt adószedôjüknek. Aki néhány nappal ezelôtt érkezett a faluba, és azóta mintha a föld nyelte volna el. Mit tegyünk a Feketékkel? Felajánlották, hogy megvásárolnák a szabadságukat. A szabadon engedésük, azonban, felzúduláshoz vezetne a katonáink soraiban...
nr500_poi_04_opt_a;Elfogadom az ajánlatukat. Szabadság váltságdíjért cserébe.
nr500_poi_04_opt_b;Fogják el, és verjék láncra ôket.
nr500_poi_04_opt_c;Csatlakozhatnak a seregünkhöz. Egy hadvezérnek soha nem lehet elég tábormunkása.
nr500_poi_05_desc;Felség! Ezeket a hajlékokat tündék lakják. Éheznek, ugyanis Fokvárban senki nem hajlandó kereskedni velük. Felajánlották, hogy némi élelemért cserébe hajlandóak megválni mindattól, amilyük még maradt: csupán néhány ócskaság és érme.
nr500_poi_05_opt_a;Ezt az ajánlatot nem utasítjuk vissza.
nr500_poi_05_opt_b;Nem fogok a nyomorukból hasznot húzni. Kereskedünk velük, de jutányos árért cserébe.
nr500_poi_05_opt_c;Sajnálom szerencsétleneket, de nem áll szándékomban kereskedni.
nr500_poi_06_desc;Asszonyom! Nekkerek fészkelték be magukat a mezôn. Van egy olyan fura szokásuk, hogy lopott csecsebecséket gyûjtenek és halmoznak fel a vackukon. Kísérletet tehetünk a kincsük kiásására, de nem garantálhatom, hogy veszteségek nélkül megússzuk...
nr500_poi_06_opt_a;Megéri a kockázatot. Kezdjenek neki.
nr500_poi_06_opt_b;Bízza a feladatot Eyckre.
nr500_poi_06_opt_c;Nem kockáztatunk. Gyerünk, folytassuk utunkat.
nr500_poi_07_letter;Én, Amadeus Ritterhof, az okkult mágikus tudományok átfogó ismeretéért cserébe ezennel felajánlom a lelkem. Majd akkor fizetem meg az adósságom, amikor Rívia fölött az éjszaka sötétjében a hold helyett a nap ragyog fel. Jelen szerzôdést a saját véremmel írom alá annak teljes tudatában, hogy az semmilyen körülmények között nem szeghetô meg vagy bontható fel.
nr500_poi_07_letter_title;Egyezmény
nr500_poi_08_letter;Méltóságos Nilfgaardi Urak,\n\nEhelyütt tudatom Kegyelmetekkel, hogy a szomszédom, Raslav, egy hazug és csaló gaz, mint hogy elrejtette a javainak jó részét az nagyságos adószedôjük elôl. Emitt egy térkép nagyrabecsült uraimnak, amit sajátkezûleg rajzoltam, természetesen, és ami megmutatja, Raslav hol rejtette el az ingósságait. Ne fukarkodjanak majd az ostorcsapásokkal – mert bizony megérdemli a legsúlyosabb büntetést. Mondanom sem kell, hogy eme följelentés megírásakor csakis a legnemesebb szándék vezérelt. Ám nem utasítanék el némi jutalmat a bugris feladásáért.\n\n- Milovek
nr500_poi_08_letter_title;Feljelentés
nr500_poi_08_map;Feljelentésbôl származó térkép
nr500_poi_08_map_title;Feljelentésbôl származó levél
nr500_poi_09_desc;Felség, egy vadász jött a kunyhóból, hogy találkozzon velünk. Azt mondja, hogy vadászat közben egy különös és rejtélyes tárgyat talált. Valami nagyobb egésznek lehet egy darabkája, bár ebben egyáltalán nem lehetünk biztosak. Úgy gondolta, talán érdekelheti Kegyelmedet. Eladásra kínálja nekünk.
nr500_poi_09_opt_a;Rejtélyes, azt mondja? Hogy utasíthatnánk vissza?
nr500_poi_09_opt_b;Pénzt vár érte cserébe? Nem vagyok tréfás kedvemben. Kobozzák el tôle!
nr500_poi_09_opt_c;Túlbecsülte az érdeklôdésemet. Hagyjuk, és lovagoljunk tovább.
nr500_poi_10_letter;Reginald, a Bátortól\nDanilo atyának, Gedorberek temetôje gondnokának\n\nBocsássa meg a gnóm szóvirágokat, de a repülô patkányok valagát nem érdekli a holtak nyugalma. Azt fogja tenni, amire utasítottam. Ássa ki a Brossardok maradványait, darabolja fel azokat, aztán égesse hamuvá az egészet. És gondoskodjon arról is, hogy minden síremlékükbôl csak törmelék maradjon. És ha csak még egyszer ellen mer szegülni nekem, tenni fogok róla, hogy ugyanarra a sorsra jusson, mint azok a hitvány árulók.
nr500_poi_10_letter_title;Régi levél
nr500_poi_11_desc;Felség! Holttesteket találtunk a sátrakban – úgy tûnik, vándorkereskedôkét. A jelek alapján álmukban érhette ôket a támadás. A testükbôl az utolsó csepp vért is kiszipolyozták. Már eltemettük a holttesteiket, és most a parancsára várunk, hogy mit tegyünk az itt maradt áruikkal...
nr500_poi_11_opt_a;Ön tréfál? Rakodják fel mindet.
nr500_poi_11_opt_b;Hagyják ott, ahol vannak. Nem lopom meg a holtakat.
nr500_poi_12_letter;Balszerencse kísér. Azok a kegyvesztettek minden ok nélkül rám támadtak. Legyenek átkozottak! Mert a végsô nyughelyünk is messze még, és mert vakon kóborlunk a káosz birodalmában. Jó Anya, imádkozom, hogy fényed soha ne fakuljon! Hallgasd meg könyörgésem, és sújts le ellenségeimre, midôn neved a számra veszem.
nr500_poi_12_letter_title;Grigory atya jegyzetei
nr500_poi_13_letter;Aeng'ven en llande aen Palatin Caeldvell.\nHael Ker'zaer!\n\nMostantól Caldwell palotagróf birtokán tartózkodik.\nÉljen soká a császár!
nr500_poi_13_letter_title;Figyelmeztetés
nr500_poi_14_desc;Felség! Egy alattvalója, bizonyos Zigvek, Pilka fia beosont a táborba az éj leple alatt. Azt állítja, Nilfgaardot szolgálja – egy innen északra található erôdítményben állomásozik. Felajánlotta, hogy belülrôl kinyitja nekünk a kaput, könnyedén bevehetôvé téve az erôdöt a számunkra. Ám ezen ígéretét csak megfelelô juttatás ellenében szándékozik megtartani...
nr500_poi_14_opt_a;Egy ilyen elônyért cserébe örömmel teljesítem ennek a Zigveknek a kérését.
nr500_poi_14_opt_b;Mondja meg neki, hogy nem érdekel az ajánlata.
nr500_poi_14_opt_c;Hogy merészeli! Deresre vele!
nr500_poi_15_letter;[Nilfgaardiról lefordítva]\n\nKönnyekig meghatódtam, amikor leveled olvastam. Sosem reméltem, hogy megérem ezt a napot. Az én kis Yllianom, egy felszabadított rabszolga és egy parasztasszony gyermeke – most pedig földbirtokos!\n\nBár a terveid nagyratörônek hangzanak, hiszek abban, hogy rendelkezel a sorsod fölött. Kétségem sincs afelôl, hogy Effinek és Gwille-nek örömteli és nélkülözéstôl mentes gyermekkora lesz, olyan, amilyet mi nem tudtunk megadni Neked.\n\nMinden egyes nap imádkozunk a boldogságotokért és a jólétetekért. Jó egészséget kívánok, és már türelmetlenül várom a következô leveleteket!
nr500_poi_15_letter_title;Nilfgaardi levél
nr500_poi_16_desc;Királynôm! A hajlék padlódeszkái alatt jókora mennyiségû aranyra leltünk. Úgy fest, valaki ott rejtette el egy élet megtakarításait. Mit tegyünk vele? Hagyjuk itt a tulajdonosának, hátha egy nap még visszatér? Vagy pakoljuk ládákba, és vigyük magunkkal?
nr500_poi_16_opt_a;Szekerekre vele! Inkább mi vigyük el, mint egy fosztogató.
nr500_poi_16_opt_b;Nem fogom kirabolni egyetlen alattvalómat sem. Hagyjuk itt, és folytassuk utunkat.
nr500_poi_17_desc;Asszonyom! Az elôttünk lévô út telis-tele van csapdákkal. Némelyiket hatástalaníthatjuk, ez kétségtelen... De nem valószínû, hogy mindet sikerülne. Ha úgy rendelné, hogy továbbhaladjunk, fel kell készülnünk áldozatokra.
nr500_poi_17_opt_a;Hatástalanítsanak, amennyit lehet. Aztán haladjunk tovább.
nr500_poi_17_opt_b;Forduljunk vissza.
nr500_poi_17a_letter;Vitold,\n\nhagyok itt neked egy kis ajándékot, ami megkönnyítheti az erôd visszavételét a nilfgaardiaktól. Ne késleltesd a támadást! A királynô hamarosan eléri a határt. Ha hátulról csapnak le, azzal megkímélhetjük az egységeit, és siettethetjük a továbbnyomulásukat a székesfôváros felé. Van még élet Ríviában!\n\n- Yaropek\n\nU.i.: Biztosítsd a rejtekhely bejáratát! Nem hinném, hogy a Feketék a nyomunkban lennének, de Melitele oltalmazza azokat, akik önmagukat oltalmazzák.
nr500_poi_17a_letter_title;Üzenet Vitoldnak
nr500_poi_18a_desc;Felség! Néhány polgár kihallgatást kér Öntôl. A rokonaik nem olyan rég nekivágtak Mahakam hegyeinek arany találásának reményében, ám azóta sem hallottak felôlük. Azt kérdezik, tudunk-e a sorsukról valamit. Úgy gondolom, ezek az aranyásók voltak azok a ríviaiak, akiket tolvajláson kaptunk, és átadtunk a törpöknek. Mit mondjuk a családjaiknak?
nr500_poi_18a_opt_a;Mit mondanánk? Tolvajok, akik tolvajokhoz illô bánásmódban részesültek.
nr500_poi_18a_opt_b;Az igazat... De enyhítsünk a bánatukon némi pénzzel.
nr500_poi_18a_opt_c;Nem tudom. Találjon ki valamit!
nr500_poi_18b_desc;Felség! Néhány polgár kihallgatást kér Öntôl. A rokonaik nem olyan rég nekivágtak Mahakam hegyeinek arany találásának reményében, ám azóta sem hallottak felôlük. Némi segélyért esdekelnek, mert hogy a közelmúlt megpróbáltatásai miatt nem maradt szinte semmijük sem.
nr500_poi_18b_opt_a;Sajnálom, de a háborús törekvések most mindennél fontosabbak, ezért minden erôforrásra szükségünk van.
nr500_poi_18b_opt_b;Megkapják a segélyt. Nem hagyhatom, hogy szükséget szenvedjenek.
nr500_poi_18c_desc;Asszonyom! Látja ott azokat a polgárokat? A ríviai tolvajok, akiket Mahakamban megvédelmezett a törpöktôl. Törleszteni kívánnak azért a kegyért, amelyben részesítette ôket, amikor veszélyben forogtak. Felajánlották egy bizonyos hányadát a hegyekben szerzett zsákmányuknak. Elfogadja?
nr500_poi_18c_opt_a;A legnagyobb hálával elfogadom.
nr500_poi_18c_opt_b;Nem, nekik nagyobb szükségük van rá.
nr500_poi_19a_desc;Felség! A nilfgaardi ôrjárat parancsnoka fehér zászlót lengetve érkezett, és azt mondja, nem kíván meghalni a Birodalomért. Továbbá hajlandó megosztani velünk olyan értesülést, amely nagyban megkönnyíti az utunkba esô erôdítmény bevételét. Azt is mondja, fel fogja gyújtani a kaszárnyákat, amint támadni kezdünk. Nem ingyen, természetesen... Mi a parancsa? Együtt kíván mûködni ezzel a Feketével?
nr500_poi_19a_opt_a;Ha ezzel javíthatunk a gyôzelmi esélyeinken? Igen, habozás nélkül.
nr500_poi_19a_opt_b;Nem bízom benne. Engedjék szabadon, de utasítsa el az ajánlatát.
nr500_poi_19a_opt_c;Együttmûködni? Azt már nem! Kobozzák el a felszerelését, aztán verjék láncra!
nr500_poi_19b_desc;Asszonyom! Ezek a Ghesóból származó nilfgaardiak ugyanúgy köszöntik Önt, mint azok tették, akik Aedirnben csatlakoztak hozzánk. A honfitársaik tettén felbuzdulva hajlandóak elárulni a császárukat. Amennyiben beleegyezik az együttmûködésbe, úgy hajlandóak gyújtogatásba kezdeni az utunkba esô erôdben. Ezzel jelentôsen növelnék az esélyeinket az ott állomásozó csapatok legyôzésére. Mik a parancsai?
nr500_poi_19b_opt_a;Az ellenségem ellensége a barátom. Döntöttünk: elfogadjuk az ajánlatukat.
nr500_poi_19b_opt_b;Nem bízom bennük. Nem fogadom el az ajánlatot.
nr500_poi_20_desc;Felség! A papnônek, aki ennek a szentélynek a rangidôse, a birtokában van egy mágikus tárgy töredéke. Hasznunkra lehetne az a darab, ám a papnô nem hajlandó megválni tôle, mindegy, hogy milyen nagylelkû ajánlatot teszünk. Mit tegyünk?
nr500_poi_20_opt_a;Nonszensz. Mindenkinek megvan az ára. Adja meg neki, bármennyit is kér.
nr500_poi_20_opt_b;Kobozzák el tôle. Ha szükséges, akkor erôvel.
nr500_poi_20_opt_c;Hagyják békében. Nincs szükségünk a töredékre.
nr500_poi_21_desc;Asszonyom! Küldöncök érkeztek Mahakamból – a Zigrin Bank futárai, hogy pontos legyek. Több nehéz, pénzzel teli zsákkal érkeztek! A náluk befektetett pénz teljes hozama.
nr500_poi_21_opt_a;Adj, és adatik...
nr500_poi_21_opt_b;Osszák szét az egészet a katonáink között.
nr500_poi_22_key_name;A kereskedô kulcsa
nr500_poi_22_letter;Leveskéért hív vásáros.\nVásáros fincsi leveskét csinála mindig.\nLábruhában talál kanált.\nJó emberke is szeret leveskét!\nDe kicsifej butaság gondol. Kanálja luk-lukas.
nr500_poi_22_letter_title;Troll irkálmánya
nr500_poi_23_desc;Asszonyom! Ebben a veremben... holttestek vannak egymás hegyén-hátán. Parasztoknak tûnnek, a kezük megkötözve, a torkuk elvágva... Minden jel arra mutat, hogy itt tömeges kivégzés zajlott... Mi tévôk legyünk?
nr500_poi_23_opt_a;Nem tehetünk semmit. Ahhoz, hogy ezeken a szegény lelkeken segíthessünk, kicsit késve érkeztünk.
nr500_poi_23_opt_b;Tartozunk nekik egy rendes temetéssel. És meg is kapják.
nr500_poi_24_desc;Felség, azt tanácsolom, hogy ne jöjjön közelebb! Ezt az árkot... úgy tûnik, a nilfgaardi katonák újrahasznosították, mint tömegsírt. Közel két tucat holttestet számoltam...
nr500_poi_24_opt_a;Akkor nem idôzünk itt tovább. Indulunk azonnal.
nr500_poi_24_opt_b;Földeljék el ôket, de illô módon.
nr500_poi_25_desc;Királynôm! Ez a gödör tele van holttestekkel... A helyiek azt állítják, a nilfgaardiak végeztek velük. Legyilkolták ôket, mert csatlakozni akartak az Ön seregéhez. 
nr500_poi_25_opt_a;Könyörtelen szukafattyak! Attól tartok, itt már semmit nem tehetünk. Tovább kell mennünk.
nr500_poi_25_opt_b;Addig nem megyünk tovább, amíg mindegyikük el nincs földelve, a vidék szokásainak megfelelôen.
nr500_section_1_name;Öreghit
nr500_section_2_name;Köztesgázló
nr500_section_3_name;Eskalott
nr512_lyrian_letter_1_desc;Minden ôsi faj tagjának!\n\nTudjátok meg hát, hogy a Feketék – a hamis szövetségeseitek és a másfajúak állítólagos megmentôi – voltak azok, akik fondorlatos ármánnyal az Északi szomszédaitok ellen fordítottak benneteket. Amikor Rosberg elesett egy birodalmi kém ténykedéseinek köszönhetôen, Nilfgaard elterjesztette a hírt, miszerint az áruló csapás a város törpjei és tündéi által esett meg, azt remélve, hogy a szóbeszéd véres pogromok kirobbantója lesz. Nyilvánvalóvá vált, hogy Nilfgaard nem barátként vagy velük egyenlôként tekint rátok, hanem csak mint egyszerû eszközre a machinációihoz. Egyáltalán nem a Ti érdekeiteket tartja szem elôtt.\n\nHagyjatok fel az idegen császár támogatásával! Segítsétek a királynôtöket!
nr512_lyrian_letter_1_title;Lyriai kiáltvány
nr512_lyrian_letter_2_desc;Ríviaiak!\n\nTudjátok meg, hogy ez a háború nem csupán arról szól, kinek a lobogói lengenek a palota tornyain, és hogy kinek tartoztok adót fizetni. Nem! Ez élet és halál kérdése is. Munkatáborok és tömegsírok – ez a sors vár rátok, ha nem cselekszetek. A saját szemeimmel bizonyosodtam meg arról, milyen szörnyû rémtettek történtek Aedirnben...\n\nEzért felszólítalak benneteket, ragadjatok fegyvert, és segítsétek királynôtöket a Birodalom ellenében. Együtt, vállt vállnak vetve képesek leszünk visszaszorítani ellenségeinket a Jaruga túlpartjára!
nr512_lyrian_letter_2_title;Lyriai kiáltvány
nr512_lyrian_letter_3_desc;Ríviaiak!\n\nTudom, hogy sokan közületek haboznak fegyvert fogni abbéli meggyôzôdésük okán, hogy Nilfgaardot nem lehet legyôzni. Nekem, Meve királynônek, már több alkalommal sikerült rácáfolnom erre a tévhitre. Sikeresen vertem le a Feketék seregeit Aedirn lángjaitól, Mahakam hóborította hegyeitôl és Angren ingoványaitól körülölelve. Egészen eddig a pillanatig ezek a gyôzelmek ismeretlenek voltak elôttetek. De az igazságot nem lehet tovább elhallgatni.\n\nA Nilfgaardi Birodalom egy kolosszus, amely agyaglábakon áll. Együttes erôvel megroppanthatjuk és térdre kényszeríthetjük!
nr512_lyrian_letter_3_title;Lyriai pamflet
nr512_lyrian_letter_4_desc;Ríviaiak!\n\nHa a városotokban bárki Nilfgaard gyôzelmérôl, mint elkerülhetetlen végsô kimenetelrôl szónokolna, vagy le próbálna beszélni benneteket arról, hogy fegyvert fogjatok, akkor birodalmi kém lehet közöttetek. Az Észak meghódítására irányuló cselszövése részeként Emhyr var Emreis mérget köpdösô kígyókat küldött hozzánk, hogy közöttünk éljenek – és akkor csapjanak le ránk, amikor a legkevésbé sem várnánk.\n\nMaradjatok éberek, és óvakodjatok a közöttetek megbúvó árulóktól!
nr512_lyrian_letter_4_title;Lyriai pamflet
nr512_lyrian_letter_5_desc;Ríviaiak!\n\nMindazok okulására, kik fontolóra vennék ellenségünk megsegítését annak jóindulatának elnyerése reményében: tudjátok meg hát, mi lett Caldwell gróf sorsa. Ô volt az elsô, aki önként elfogadta a császártól kapott nyakörvet, és cserébe hegyekben álló aranyról ábrándozott – ám neki csak egy bûzös mocsár jutott. Egyelônek gondolta magát a nilfgaardiakkal, ám azok mégis megvetették. Örök dicsôségrôl álmodott, mégis úgy halt meg, mint egy disznó: trágyában és szennyben feküdve.\n\nNe kövessétek példáját, különben osztozni fogtok a sorsában!
nr512_lyrian_letter_5_title;Lyriai röpirat
nr512_nilfgaardian_letter_1_desc;Én, Meve királynô,\n\nezennel kihirdetem, hogy a trónom visszaszerzését követôen a fejadót a háromszorosára emelem annak érdekében, hogy a királyság lakossága a felmerült háborús kiadásokkal egyenlô mértékben kompenzálja a királyi kincstárat. Hasonló okokból pedig a kétszeresére a robotot. Azoknak, akik a királyi adószedôktôl valamely ingósságukat visszatartják, a keze csuklóból elüttetik, és a szeme izzó vassal kisüttetik!
nr512_nilfgaardian_letter_1_title;Nilfgaardi gúnyirat
nr512_nilfgaardian_letter_2_desc;Tündék, törpök, félszerzetek és többi hitvány másfajúak, figyelem!\n\nÉn, Meve királynô, ezennel kihirdetem, miszerint a trónom visszaszerzését követôen az ellenség háborús törekvéseinek elôsegítéséért megtorlásban lesz részetek. Az a körülmény, hogy együttmûködtetek-e a Mókusokkal vagy sem, lényegtelen, mert hogy ettôl függetlenül áruló vér kering az ereitekben – amit ki kell ontani.\n- Meve, Ô királyi fensége az istenek kegyelmébôl, Lyria és Rívia királynôje
nr512_nilfgaardian_letter_2_title;Nilfgaardi libellus
nr512_nilfgaardian_letter_3_desc;Ríviaiak!\n\nÉn, Meve királynô, ezennel kihirdetem, hogy a hazánk visszafoglalását követôen azonnali hatállyal beszüntettetek mindennemû munkát a helyi mûhelyekben és kohókban. A továbbiakban minden árucikk a mahakami bajtársaink mûhelyeibôl kerül behozatalra. Mint ahogy mind jól tudjátok, a törp kézmûvesség minôségbeli felsôbbrendûsége a hazai termékekével szemben tagadhatatlan.
nr512_nilfgaardian_letter_3_title;Nilfgaardi gúnyirat
nr512_nilfgaardian_letter_4_desc;Én, Meve királynô,\n\nezennel kihirdetem, miszerint mindazok, akik a nilfgaardi háborús törekvésekhez segítséget nyújtottak, a legsúlyosabb büntetéssel néznek szembe. Mindazoknak, akik kereskedtek velük, felszerelést javítottak nekik, vagy általuk készített ételt fogyasztottak, harminc korbácsütés lesz jussuk. Végül pedig azok, akik a nyelvünkre tanították ôket, vagy kalauzul szegôdtek melléjük, kivégeztetnek, mégpedig a lehetô leglassabb módon.
nr512_nilfgaardian_letter_4_title;Nilfgaardi libellus
nr512_nilfgaardian_letter_5_desc;Én, Meve királynô,\n\nezennel kihirdetem, hogy a trónom visszaszerzését követôen azonnali hatállyal és visszamenôlegesen visszaállítom az "elsô éjszakához való jog" törvényét. Ennek okán mindazon alattvalóim, akik házasodni szándékoznak, elôbb az udvarban színem elôtt megjelenni kötelesek, hogy három napon és három éjen át a vágyaimat kielégítsék. Amennyiben valamely férfi képtelen volna kielégítôen eleget tenni eme kötelezettségének, úgy ôt férfiasságától saját kezûleg fosztom meg.
nr512_nilfgaardian_letter_5_title;Nilfgaardi gúnyirat
nr6_loc_location02;Háromlen
nr6_loc_location03;Demavend király tábora
nr600_poi_01_desc;Felség! Egy csónak, amit a nilfgaardiak a zsákmányolt ingósságok szállítására használtak, nekiütközött a híd alépítményének. Megpróbálhatjuk kihalászni az értékeket, de rendkívül erôs a sodrás. A katonák nagy kockázatot vállalnának általa.
nr600_poi_01_opt_a;Megéri. Meg kell próbálnunk. Kezdjenek hozzá.
nr600_poi_01_opt_b;Tegyen egy ajánlatot a falusiaknak. Megfizetjük ôket, cserébe az áruk kiemeléséért.
nr600_poi_01_opt_c;Nincs idônk most ezzel foglalkozni.
nr600_poi_02_desc;Asszonyom! Ahogy Ön is láthatja, Aedirn lakói mindent megtesznek a lerombolt otthonaik újjáépítéséért. Ám hiányt szenvednek a megfelelô nyersanyagokban... Azt tudakolják, kegyeskedne-e fûrészárut elcserélni velük a közeli csataterekrôl összegyûjtött tárgyakra. Mit mondhatok nekik?
nr600_poi_02_opt_a;Tisztességes ajánlat. Üssük nyélbe az üzletet.
nr600_poi_02_opt_b;Adjanak nekik faanyagot... És adjanak nekik némi aranyat is, hogy megfelelô mérôeszközöket vehessenek.
nr600_poi_02_opt_c;Elszomorít a helyzetük, de nem áll módomban segíteni rajtuk.
