202249_fluff;A Sötét Együttállás óta a Kontinens vérét szívja.
202249_name;Katakán
202249_tooltip;–elavult–
202251_fluff;Biztosak vagyunk abban, hogy ez egy nekker? Talán csak egy különösen ocsmány óriás.
202251_name;Robusztus Nekker
202251_tooltip;Minden körben, a kör elején egy <b>Nekkert</b> <keyword=summon>Idéz</keyword> a paklidból, vagy Erôsíti <b>önmagát</b> 1-gyel, ha ez a sor tele van.
202252_fluff;Brouver Hoog egyszer ki akarta rúgni Mahakamból, mert egy lámát tartott a nappalijában… Ez egy hosszú történet.
202252_name;Gábor Zigrin +
202252_tooltip;<keyword=deploy>Lehelyezés</keyword>: <keyword=spawn>Teremti</keyword> és kijátsza a <b>Gábor: Balhorog +</b> vagy a <b>Gábor: Feneketlen zsebek +</b> kártyát.
202253_fluff;Fogd csak meg a sörömet...!
202253_name;Gábor: Balhorog +
202253_tooltip;<keyword=deploy>Lehelyezés</keyword>: {Damage} sebzést okoz egy egységnek. Ha az megsemmisül, a fennmaradó sebzést egy másik egységnek okozza.
202254_fluff;Sosem lehet tudni, késôbb még mi fog jól jönni!
202254_name;Gábor: Feneketlen zsebek +
202254_tooltip;<keyword=deploy>Lehelyezés</keyword>: Kijátszik {Counter} <b>Csecsebecsét</b> a paklidból.
202255_fluff;Ho-hó-ha! Ho-hó-ha! Korsónkból ha kifogy a ser, megyünk tovább, gyôzni kell! Hegyre hágva, völgybe szállva, jajongni fogsz a fejszénk látva!
202255_name;Önkéntes alakulat
202255_tooltip;<keyword=order>Parancs</keyword>: 2 azonos erejû egységet a másik sorra mozgat azoknak térfelén.
202256_fluff;INVISIBLE CARD, IGNORE
202256_name;INVISIBLE CARD, IGNORE
202257_fluff;Csupa karom és egy csôr? Egyet se félj – csak griffet látsz. De ha száján savat lô? Királygriff kerget – ne tétovázz!
202257_name;Királygriff
202257_tooltip;Nincs képessége.
202258_fluff;Mintázata alapján könnyedén megkülönböztetheted az alghoult a ghoultól. Mintha egy zerrikániában honos tigrist néznél, és annak a vízben tükrözôdô, fakó tükörképét.
202258_name;Alghoul
202258_tooltip;2 körönként, a kör kezdetén <keyword=consume>Bekebelez</keyword> egy egységet a temetôdbôl, és Erôsíti <b>magát</b> 3-mal.
202259_fluff;Pofáncsap! Ha-ha! Most emberke soron dobni! Emberke...? Emberke?!
202259_name;Troll hógolyója
202259_tooltip;Ha sorra érkezik, {Damage} sebzést okoz minden egységnek, és kényszeríti a 3 <b>legerôsebb egységet</b>, hogy sort váltsanak a saját oldalukon.
202260_fluff;Csak játszani akar!
202260_name;Lármás troll
202260_tooltip;Minden körben, a kör elején egy <b>Troll hógolyóját</b> dob arra a sorra, amelyen a legtöbb <b>Ember</b> tartózkodik.
202262_fluff;Nem vagyok ahhoz hozzászokva, hogy félbeszakítanak.
202262_name;Meve királynô
202262_tooltip;Nincs képessége.
202263_fluff;Igyatok, gyermekeim! Igyatok, és gyûjtsétek az erôtöket!
202263_name;Gernichora: Anya
202263_tooltip;2 körönként, a kör kezdetén <b>minden szövetségest</b> a másik sorra mozgat, és önmaga <b>Gernichorává</b> változik.
202264_fluff;Csak annyi a titka, hogy az akaratukat kell megtörni - nem a testüket.
202264_name;Rabszolgahajcsár
202264_tooltip;Nincs képessége.
202265_fluff;Egy törp volt az, vagy egy shaelmaar, amit a lépcsôn lejönni hallottam?
202265_name;Udvar
202265_tooltip;Rengeteg beszögellés és árnyék, ahol valaki megbújhat.
202266_fluff;A lábujjhegyen járás mûvészetét tökélyre fejlesztettem.
202266_name;Gascon: Könnyûléptû
202266_tooltip;Ez az egység leleplezôdik, ha 3 távolságnyira van egy <b>Mahakami ôrtôl</b>.
202267_fluff;Törpöktôl lopni? Ezt nevezed te kihívásnak?
202267_name;Gascon: Betörô
202267_tooltip;<keyword=order>Parancs</keyword>: Egy függôlegesen vagy vízszintesen szomszédos pozícióba mozdul.\n<keyword=charge>Töltet</keyword>: 3.\nMinden körben, a kör elején 3 <keyword=charge>Töltet</keyword>-pontot szerez.
202268_fluff;Hatalmas császárunk nem a dicsôséget szándékozik kivívni. Hanem a végsô gyôzelmet.
202268_name;Nilfgaardi elfogó
202268_tooltip;<keyword=ambush>Cselvetô</keyword>: 3 kör után, a kör kezdetén 2 sebzést okoz minden egységnek a szemközti soron.
202269_fluff;Ennek az ellátmánynak el kell jutnia Dravográdba! Bármi áron!
202269_name;Birodalmi karaván
202269_tooltip;Amikor ezt az egységet támadják, 1 sorral az ellenfél felé mozdul.\nHa az ellenfél térfelén van, a számlálója minden körben 1-gyel csökken. Amikor a számláló lejár, elhagyja a csatamezôt.
202270_fluff;Pszt! Közel vannak!
202270_name;Visszatartott lélegzet
202270_tooltip;Várd meg, amíg a <b>Mahakami ôr</b> lép egyet.
202271_fluff;Hé! itt vagyok!
202271_name;Félrevezetés
202271_tooltip;Válassz egy <b>Mahakami ôrt</b>, és kényszerítsd megfordulásra.
202272_fluff;Ki... vagy mi az?!
202272_name;Elmosódott árnyalak
202272_tooltip;<keyword=deploy>Lehelyezés</keyword>: {Damage} sebzést okoz egy <b>ellenségnek</b>. Ha az megsemmisül, Erôsíti <b>magát</b> ennyivel: {Boost}.
202273_fluff;Ki... vagy mi az?!
202273_name;Elmosódott árnyalak
202273_tooltip;<keyword=deploy>Lehelyezés</keyword>: Egy alap példányt <keyword=spawn>Teremt</keyword> ebbôl az egységbôl.\nMinden körben, a kör elején ennek az egységnek az erejét a szomszédos <b>leggyengébb egység</b> erejével azonosra állítja. Ha nincsenek szomszédos egységek, megsemmisül.\n<keyword=armor>Páncél</keyword>: 5.
202274_fluff;Ki... vagy mi az?!
202274_name;Elmosódott árnyalak
202274_tooltip;Ha ezen egység ereje ennyire: {Power} vagy ez alá csökken, visszakeverôdik a paklidba.
202275_fluff;Ki... vagy mi az?!
202275_name;Elmosódott árnyalak
202275_tooltip;Erôsíti a szomszédos egységeket ennyivel: {Boost}, és {Boost} <keyword=armor>Páncélt</keyword> ad nekik.
202277_fluff;És mégis honnan kellett volna tudnom?! Nos?!
202277_name;Munkafelügyelô
202277_tooltip;Minden körben, a kör elején 1 sebzést okoz önmagának minden, ezen a soron tartózkodó egység után.\n<keyword=deathwish>Halálvágy</keyword>: <b>Meve</b> elveszíti a csatát.
202278_fluff;Fáradjatok beljebb! Igyatok egy kortyot, egyetek egy pitét, verjetek be orrot, s lesz monokli, kék.
202278_name;Fogadó
202278_tooltip;Minden körben, a kör elején egy <b>Skelligei uszítót</b> <keyword=spawn>Teremt</keyword> mindaddig, amíg a számláló 0-ra nem csökken. Aztán megsemmisíti <b>önmagát</b>.
202279_fluff;INVISIBLE CARD, IGNORE
202279_name;INVISIBLE CARD, IGNORE
202280_fluff;INVISIBLE CARD, IGNORE
202280_name;INVISIBLE CARD, IGNORE
202281_fluff;INVISIBLE CARD, IGNORE
202281_name;INVISIBLE CARD, IGNORE
202282_fluff;INVISIBLE CARD, IGNORE
202282_name;INVISIBLE CARD, IGNORE
202283_fluff;Az állatokban megvan a túlélési ösztön. Ugyanez nem mondható el minden szörnyrôl...
202283_name;Vakmerô vámpír
202283_tooltip;2 körönként, a kör kezdetén <keyword=seize>Elfogja</keyword> a <b>legerôsebb egységet</b> a szemközti soron, és a szövetséges távolsági sorod jobb legszélére mozgatja azt.\nHa ott már tartózkodik {Max} egység, akkor a bal szélsô, vele <b>szövetséges egység</b> visszatér az ellenfél térfelére.
202284_fluff;Az eszes ragadozó mindig a nyáj leggyengébb tagját szemeli ki magának.
202284_name;Ravasz vámpír
202284_tooltip;2 körönként, a kör kezdetén <keyword=seize>Elfogja</keyword> a <b>leggyengébb egységet</b> a szemközti soron, és a szövetséges távolsági sorod jobb legszélére mozgatja azt.\nHa ott már tartózkodik {Max} egység, akkor a bal szélsô, vele <b>szövetséges egység</b> visszatér az ellenfél térfelére.
202285_fluff;Talán beveszi... Istenek, adjátok, hogy bevegye!
202285_name;Katona bábu
202285_tooltip;Nincs képessége.
202286_fluff;A partokat már jó ideje kifosztottuk! Ezért hát felhajózunk a Jarugán – aranyért és dicsôségért!
202286_name;Lippy Gudmund
202286_tooltip;Nincs képessége.
202287_fluff;Ô lenne az, aki Spalla Bitangjait vezeti? Ô az, akit az Ebek Hercegének neveznek?
202287_name;Ebek Hercege
202287_tooltip;Nincs képessége.
202288_fluff;Az istenek beszélnek hozzám... Hallom, ahogy a sötétbôl suttognak nekem...
202288_name;Furdaló
202288_tooltip;Minden körben, a kör elején az ellenfél által kijátszott utolsó kártyából még egy példányt kijátszik. Ez az egység mindig <b>Meve</b> bal szélsô egységét fogja célozni.
202289_fluff;Hacsak nincsen égô fáklya a kezedben, jobb, ha nem mész túl közel.
202289_name;Szúrcsohó
202289_tooltip;Minden körben, a kör végén ha ezen egység ereje páros szám, egy sorral az ellenfél felé mozdul, és {Damage} sebzést okoz a csatamezôn található <b>leggyengébb egységnek</b>.
202290_fluff;Nem minden arany, ami fénylik... De gyakran bizony az!
202290_name;Elfeledett kincs
202290_tooltip;Amikor egy kártya kijátszásra kerül, azt ez a kártya <keyword=seize>Elfoghatja</keyword>. Ha az <keyword=seize>Elfogott</keyword> kártya egy egység, akkor az a sebzôdésekor visszakerül az eredeti pozíciójába.
202291_fluff;REDUNDANT CARD, IGNORE
202291_name;REDUNDANT CARD, IGNORE
202292_fluff;Ízletes tej, csinos irha, és komisz hozzáállás.
202292_name;Kergemarha
202292_tooltip;Minden körben, a kör elején <keyword=consume>Bekebelezi</keyword> az ez elôtt található egységet, és egy pozícióval jobbra mozdul el.
202293_fluff;Ízletes tej, csinos irha, és komisz hozzáállás.
202293_name;Kergemarha
202293_tooltip;Minden körben, a kör elején <keyword=consume>Bekebelezi</keyword> az ez elôtt található egységet, és egy pozícióval balra mozdul el.
202294_fluff;A bûztôl a könnyem is kicsordul, és felfordul a gyomrom... A leghitványabb szörnyek meg imádják.
202294_name;Rothadó hulla
202294_tooltip;Minden körben, a kör elején 1 számláló-pontot szerez.\nHa ez az egység <keyword=consume>Bekebelezett</keyword>, az ezt bekebelezô egységnek a számláló értékével azonos sebzést okoz.
202295_fluff;Hogy? Csak nem sajnálod a parasztjait?!
202295_name;Gerwin íjásza
202295_tooltip;<keyword=order>Parancs</keyword>: {Damage} sebzést eloszt az <b>összes ellenség</b> között.\n<keyword=cooldown>Lehiggadás</keyword>: {Counter}.
202296_fluff;A mi földünk! A mi törvényeink!
202296_name;Gerwin zsoldosa
202296_tooltip;<keyword=deploy>Lehelyezés</keyword>: Erôsíti a kézben, a pakliban és a csatamezôn <b>Gerwin íjászát</b> ennyivel: {Boost4}, majd {Counter1} <keyword=charge>Töltet</keyword>-pontot ad <b>Gimpy Gerwinnek</b>.
202297_fluff;A pokolfajzat egy kicsit a szarvasra hajaz. Egy óriási, gonosz szarvasra.
202297_name;Óriási pokolfajzat
202297_tooltip;{Counter2} körönként, a kör kezdetén <keyword=banish>Számûz</keyword> egy <b>véletlenszerûen választott ellenséges egységet</b>, és 1 <b>Fantomot</b> <keyword=spawn>Teremt</keyword>.
202298_fluff;Azt hittem, hogy csak egy rossz álom... De csak addig, amíg csontig belém nem hasított.
202298_name;Fantom
202298_tooltip;<keyword=deathwish>Halálvágy</keyword>: Visszahív egy <keyword=banish>Számûzött</keyword> egységet, és amaz egység erejének háromszoros értékével azonos sebzést okoz az <b>Óriási pokolfajzatnak</b>.
202299_fluff;Ami megkóstolja Gernichora vérét, az a rabszolgájává lesz...
202299_name;Ôrült ghoul
202299_tooltip;<keyword=deploy>Lehelyezés</keyword>: Ezen egység alaperejét véletlenszerûen szétosztva Erôsít <b>minden szövetségest</b>.\n<keyword=deathwish>Halálvágy</keyword>: Ismételten érvényesíti a <keyword=deploy>Lehelyezés</keyword> képességét.
202300_fluff;Ami megkóstolja Gernichora vérét, az a rabszolgájává lesz...
202300_name;Veszett vízbefúlt
202300_tooltip;<keyword=deploy>Lehelyezés</keyword>: {Damage} sebzést okoz <b>minden ellenségnek</b>.\n<keyword=deathwish>Halálvágy</keyword>: Ismételten érvényesíti a <keyword=deploy>Lehelyezés</keyword> képességét.
202301_fluff;Senki sem húzta be se fülét, se farkát! Csak újrarendezôdünk egy közeli magaslaton!
202301_name;Visszavonulás
202301_tooltip;Egy választott egység helyet cserél egy másik egységgel.
202302_fluff;A Feketecsermely-völgyben a köd mindennapos dolog... Ahogy a vérfagyasztó ordítások is, amelyek a belsejébôl jönnek.
202302_name;Testes ködárny
202302_tooltip;A forduló kezdetén <b>Átláthatatlan ködöt</b> <keyword=spawn>Teremt</keyword> minden ellenséges sorra.
202304_fluff;A mieinket eteti, az ellenséget vérezteti.
202304_name;Lyriai kaszás
202304_tooltip;Nincs képessége.
202305_fluff;Ezt a szubsztanciát Dratevka Fôzetének hívom...
202305_name;Méreg
202305_tooltip;Egy választott <b>Rothadó hullának</b> 1-gyel növeli a számlálóját.
202306_fluff;Soha nem vadászunk ezekben az erdôkben. Még akkor sem, ha emiatt az egész falu éhezni kényszerül.
202306_name;Ôsi lesi
202306_tooltip;<keyword=order>Parancs</keyword>: <keyword=lock>Zárol</keyword> egy <b>ellenséges egységet</b>, és 5 sebzést okoz neki.\n<keyword=cooldown>Lehiggadás</keyword>: 5.
202307_fluff;Csapj oda, ahol biztosan megérzi!
202307_name;Lesi gyenge pontja
202307_tooltip;Amikor ez az egység sebzôdik, további {Damage} bónusz sebzést szenved el.\nMinden alkalommal, amikor sebzôdik, a bónusz sebzés mértéke nô ennyivel: {Damage1}.
202308_fluff;Ártalmatlannak tûnt... Persze csak addig, amíg ki nem vájta annak a felderítônek a szemét.
202308_name;Hollócsatlós
202308_tooltip;{Counter} kör után, a kör kezdetén, a másik sorra mozdul, és az átellenes soron {Damage2} sebzést okoz minden egységnek.\n<keyword=deathwish>Halálvágy</keyword>: Növeli a <b>Lesi gyenge pontja</b> által elszenvedett sebzést ennyivel: {Damage4}.
202309_fluff;"– Szerinted az a farkas ott zabosnak tûnik?"\n"– Ez enyhe kifejezés."
202309_name;Farkascsatlós
202309_tooltip;<keyword=deploy>Lehelyezés</keyword>: Erôsíti a <b>Farkascsatlósokat</b> ennyivel: {Boost}.\n<keyword=deathwish>Halálvágy</keyword>: Növeli a <b>Lesi gyenge pontja</b> által elszenvedett sebzést ennyivel: {Damage}.
202310_fluff;Halál Meve-re! Éljen sokáig Dragomir!
202310_name;Caldwell hozzátartozója
202310_tooltip;<keyword=order>Parancs</keyword>: Minden <b>szövetséges</b> <keyword=loyal>Hûséges</keyword> képességét kétszer érvényesíti.\n<keyword=cooldown>Lehiggadás</keyword>: {Counter}.
202311_fluff;Lehet, hogy Caldwell vazallusai nem szeretik a hûbéruraikat, de tisztelik ôket. Ha fény derülne a Caldwellek valamely gyarlóságára, talán elpártolnának tôlük...
202311_name;Családi büszkeség
202311_tooltip;Minden körben, a kör elején csökkenti ezen kártya számlálóját ennyivel: {Counter1}, ha <b>Meve</b> nyerésre áll. Amikor a számláló lecsökken idáig: {Counter0}, <b>Meve</b> megnyeri a csatát.
202312_fluff;Jó ideje nem volt használatban – és már nem is lesz.
202312_name;Tönkrement dárdavetô
202312_tooltip;<keyword=order>Parancs</keyword>: {Damage3}, {Damage2} és {Damage1} sebzést okoz egységeknek.\n<keyword=cooldown>Lehiggadás</keyword>: {Counter}.
202313_fluff;A márkinéért akár a világ végére is elmegyünk!
202313_name;Obert család testôre
202313_tooltip;Nincs képessége.
202314_fluff;Amik a nyílpuskák akarnak lenni, ha felnônek.
202314_name;Balliszta
202314_tooltip;<keyword=order>Parancs</keyword>: {Damage3}, {Damage2} és {Damage1} sebzést okoz egységeknek.\n<keyword=cooldown>Lehiggadás</keyword>: {Counter}.
202315_fluff;El fogjuk földelni ôket. Csak nem most, és nem itt.
202315_name;Elesett katona
202315_tooltip;Minden körben, a kör elején, ha jobb oldalán tartózkodik egység, 1 <keyword=charge>Töltet</keyword>-pontot szerez. Különben 1 <keyword=charge>Töltet</keyword>-pontot veszít. Ha ezen egység <keyword=charge>Töltet</keyword> értéke eléri az 5-öt, <b>Meve</b> megnyeri a csatát. Ha 0-ra csökken, <b>Meve</b> elveszíti a csatát.
202316_fluff;INVISIBLE CARD, IGNORE
202316_name;INVISIBLE CARD, IGNORE
202317_fluff;Megadom én – és emelem!
202317_name;Gascon: Kártyás
202317_tooltip;Nincs képessége.
202318_fluff;INVISIBLE CARD, IGNORE
202318_name;INVISIBLE CARD, IGNORE
202318_tooltip;-elavult–
202319_fluff;Oxenfurt lakói állandóan arról hadoválnak, hogy nincs a halál után élet... Akkor ezt meg mi a túróval magyarázod?!
202319_name;Lidérc
202319_tooltip;Minden körben, a kör elején <keyword=banish>Számûzötté</keyword> válik {Counter} <b>véletlenszerûen választott ellenséges kártya</b>.
202320_fluff;Tartsátok nyitva a szemeiteket, emberek! Sok múlik rajta.
202320_name;Megfigyelés
202320_tooltip;<keyword=reveal>Felfed</keyword> két kártyát. Ha azok azonosak, újra érvényesíti ezt a képességet.
202321_fluff;Ô lenne az, aki Spalla Bitangjait vezeti? Ô az, akit az Ebek Hercegének neveznek?
202321_name;Ebek Hercege
202321_tooltip;<keyword=order>Parancs</keyword>: <b>Gatyás</b> egy függôlegesen vagy vízszintesen szomszédos pozícióba mozgatja.
202322_fluff;Egy kôhajító felér vagy száz talpassal... És ezer hozzád hasonló féreggel.
202322_name;Régi kôhajító
202322_tooltip;Minden körben, a kör elején, ha vannak ez mellett szomszédos egységek, 1 <keyword=charge>Töltet</keyword>-pontot szerez, aztán 5 sebzést okoz egy <b>véletlenszerûen választott ellenségnek</b> és 2 sebzést minden másik egységnek a során.\nHa ezen egység <keyword=charge>Töltet</keyword> értéke eléri a 7-et, <b>Meve</b> megnyeri a csatát.
202323_fluff;Képzeld el egy vakond és egy tatu keresztezôdését, csak emez tíz láb magas, és szereti az emberhúst.
202323_name;Óriási shaelmaar
202323_tooltip;2 körönként, a kör kezdetén egy <b>véletlenszerûen választott egységnek</b> 4 <keyword=armor>Páncélt</keyword> ad.\nForduló végén a <keyword=armor>Páncéllal</keyword> rendelkezô egységek <keyword=resilient>Rugalmas</keyword> állapotot kapnak.
202324_fluff;Hagyd már békén, Gatyás! A fenébe is, ne bántsad!
202324_name;Gatyás
202324_tooltip;Nincs képessége.
202325_fluff;Hagyd már békén, Gatyás! A fenébe is, ne bántsad!
202325_name;Gatyás
202325_tooltip;Nincs képessége.
202326_fluff;Rettentôen régiek. Nincs rajtuk semmi, amiért érdemes lenne ôket megcsócsálni.
202326_name;Száraz csontok
202326_tooltip;Nincs képessége.
202327_fluff;Egy kutya boldogsága.
202327_name;Leves
202327_tooltip;Nincs képessége.
202328_fluff;A kutyák általában nem állhatják a bor szagát. De Gatyás nem hétköznapi kutya.
202328_name;Bor
202328_tooltip;Nincs képessége.
202329_fluff;Gatyás egy valamitôl rettegett, de attól nagyon – a sötétségtôl. Nos,... attól, meg hogy elfogy a kolbász.
202329_name;Árny
202329_tooltip;Nincs képessége.
202330_fluff;Az Arany Tornyok Városának nemesenszületett fiai alkotják a Birodalmi Hadsereg elit gerincét.
202330_name;Nilfgaardi lovag
202330_tooltip;Nincs képessége.
202331_fluff;Az Arany Tornyok Városának nemesenszületett fiai alkotják a Birodalmi Hadsereg elit gerincét.
202331_name;Nilfgaardi lovag
202331_tooltip;Nincs képessége.
202332_fluff;Csúnya – a természet így közli veled, hogy "tartsd távol magad".
202332_name;Arakász dolgozó
202332_tooltip;<keyword=deathwish>Halálvágy</keyword>: Húz {Counter} kártyát.
202335_fluff;INVISIBLE CARD, IGNORE
202335_name;INVISIBLE CARD, IGNORE
202335_tooltip;-elavult-
202336_fluff;Képzeld el a szárnyas kígyó és a rémálom keresztezôdését! A vívernek rosszabbak.
202336_name;Falánk vívern
202336_tooltip;Amikor legalább 3 azonos kártya megsemmisül, a megsemmisültek számával azonos sebzést szenved el.\n<keyword=deathwish>Halálvágy</keyword>: <b>Meve</b> megnyeri a csatát.
202337_fluff;Barátok társaságában egyszerûen minden jobb.
202337_name;Marhacsorda
202337_tooltip;Ha ezen kártya legalább 3 példánya szomszédos egymással, megsemmisülnek, és egy <b>véletlenszerûen választott kártyát</b> <keyword=spawn>Teremt</keyword> a helyükbe.
202338_fluff;Bôrig áztat. És, valószínûleg, meg is öl.
202338_name;Háborgó víz
202338_tooltip;Ha ezen kártya legalább 3 példánya szomszédos egymással, megsemmisülnek, és egy <b>véletlenszerûen választott kártyát</b> <keyword=spawn>Teremt</keyword> a helyükbe.
202339_fluff;Szeret háziállatokat szagolni, és hosszú sétákat tenni a legelôn.
202339_name;Üszô
202339_tooltip;Ha ezen kártya legalább 3 példánya szomszédos egymással, megsemmisülnek, és egy <b>véletlenszerûen választott kártyát</b> <keyword=spawn>Teremt</keyword> a helyükbe.
202340_fluff;Számos felhasználási módja van, de leginkább az ujjaid lerobbantsára alkalmas.
202340_name;Petárda
202340_tooltip;Ha ezen kártya legalább 3 példánya szomszédos egymással, megsemmisülnek, és egy <b>véletlenszerûen választott kártyát</b> <keyword=spawn>Teremt</keyword> a helyükbe.
202341_fluff;Volt választási lehetôségem: jelentkezek a seregbe, vagy hurkot vetek a nyakamba. Én ugrottam, a kötél meg elpattant, szóval itt kötöttem ki...
202341_name;Újonc
202341_tooltip;<keyword=deathwish>Halálvágy</keyword>: Ugyanezen helyre egy <b>Újoncot</b> <keyword=spawn>Teremt</keyword>.
202342_fluff;Az átázott kapca még a legkisebb gondod lesz mind közül...
202342_name;Lucsokbanya
202342_tooltip;<keyword=deploy>Lehelyezés</keyword>: <b>Felhôszakadást</b> <keyword=spawn>Teremt</keyword> minden sorra.
202343_fluff;Ha jól tudom, Északon a parasztok a parasztsághoz tartoznak. Akkor az infantériájuk csupa... Ugye, nem azt akarja mondani...? A Hatalmas Napra! Nem lehet mindegyikük debil.
202343_name;Tapasztalatlan tábornok
202343_tooltip;<keyword=deathwish>Halálvágy</keyword>: Egy véletlenszerûen választott <b>Újoncot</b> -> <b>Tapasztalatlan tábornokká</b> változtat.
202344_fluff;A császári dandár sosem hátrál meg. Soha!
202344_name;Császári dandár +
202344_tooltip;Amikor egy <b>ellenséges egység</b> megjelenik a távolsági soron, 3-mal <keyword=strengthen>Erôsíti</keyword> <b>önmagát</b>, és amikor egy egység megjelenik a közelharci soron, minden <b>kézben tartott egységet</b> Erôsít 1-gyel.
202345_fluff;Nem érdekel, hogy a Nauzicaa dandár közeledik. Akkor indulunk, amikor azt parancsolom – egy pillanattal sem elôbb!
202345_name;Meve: Parancs
202345_tooltip;Egy kártyát függôlegesen vagy vízszintesen szomszédos pozícióba mozgat.
202346_fluff;Várj! Hová tûnt?!
202346_name;Fürge parittyás
202346_tooltip;2 kártya közül az egyiket választva kijátsza azt.
202347_fluff;Egy létrát? Pff. Fogd csak meg a csúzlimat!
202347_name;Parittyás: Felmászás
202347_tooltip;A <b>Vízibanyát</b> egy sorral feljebb mozgatja.
202348_fluff;Egy-két pillanat, és már lent is leszek!
202348_name;Parittyás: Leereszkedés
202348_tooltip;A <b>Vízibanyát</b> egy sorral lejjebb mozgatja.
202349_fluff;Eltalálom a céltábla közepét száz lépésrôl is! Igaz, lehet nem az elsô lövésre...
202349_name;Lyriai számszeríjász
202349_tooltip;Megsemmisíti a <b>Vízibanyát</b>.
202350_fluff;Nem vagyok ahhoz hozzászokva, hogy félbeszakítanak.
202350_name;Meve királynô
202350_tooltip;Minden körben, a kör végén, ha nincsen <b>Felhôszakadás</b> az ezen egység elôtti soron, arra a sorra mozdul, és egy <b>Lyriai számszeríjászt</b> <keyword=spawn>Teremt</keyword> a kezedbe.
202351_fluff;Egy kegyetlen tett szabadította el az átkot! Vonyítanak a kutyák! Démonokká változtak mind!
202351_name;Bargeszt
202351_tooltip;<keyword=deathwish>Halálvágy</keyword>: Kijátsza ezt a kártyát a temetôdbôl, és <keyword=strengthen>Erôsíti</keyword> azt ennyivel: {Strengthen}.
202352_fluff;A legtöbb sírbanya a sírokba ásott rothadt maradványokból táplálkozik. Páran mégis beosonnak kunyhókba, elrabolják a gyerekeket, megölik az idôseket. Általában eléggé nemkívánatos szomszédok tehát.
202352_name;Sírbanya
202352_tooltip;<keyword=immune>Immunis</keyword>.\nMinden körben, a kör elején megsemmisíti a <b>leggyengébb egység(ek)et</b>.
202353_fluff;Életem során rengeteg undorító kreatúrát – morit, lemprit, pacahalat – láttam már... De ilyesmit még soha!
202353_name;Vízibanya
202353_tooltip;<keyword=deathwish>Halálvágy</keyword>: Eltávolítja a <b>Felhôszakadást</b> errôl a sorról, és egy <b>Bitang parittyás</b> kártyát ad <b>Meve</b> kezébe.
202354_fluff;Csúnya – a természet így közli veled, hogy "tartsd távol magad".
202354_name;Arakász dolgozó
202354_tooltip;<keyword=deathwish>Halálvágy</keyword>: Egy <b>Arakász dolgozót</b> <keyword=spawn>Teremt</keyword>, és Erôsít minden egységet 1-gyel a csatamezôn.
202355_fluff;Mint egy rák, egy pók, és egy... hegy keresztezôdése.
202355_name;Óriási arakász
202355_tooltip;<keyword=deathwish>Halálvágy</keyword>: Húz {Counter} kártyát.
202356_fluff;A gyermekei örökölték a szépségét.
202356_name;Arakász királynô
202356_tooltip;<keyword=deathwish>Halálvágy</keyword>: Húz {Counter} kártyát.
202357_fluff;Ô lenne az, aki Spalla Bitangjait vezeti? Ô az, akit az Ebek Hercegének neveznek?
202357_name;Ebek Hercege
202357_tooltip;<keyword=order>Parancs</keyword>: Kényszerít egy <b>Arakász dolgozót</b> a vízszintesen és függôlegesen szomszédos egységek <keyword=consume>Bekebelezésére</keyword>. Ha bármely <keyword=consume>Bekebelezett</keyword> egység ereje páratlan szám, Erôsíti az <b>Arakász dolgozót</b> annak erejével; ha az ereje páros volt, az erejével azonos mértékû sebzést okoz az <b>Arakász dolgozónak</b>.
202358_fluff;Vajon a rabszolgahajcsárt mi hajtja? Egyetlen cél: hogy a parancsait az utolsó betûig teljesítsék.
202358_name;Rabszolgahajcsár
202358_tooltip;Minden körben, a kör elején az elôtte lévô egységnek {Damage} sebzést okoz.
202359_fluff;A szabad embernek van választása. A rabszolga helyett mások választanak.
202359_name;Rabszolga
202359_tooltip;Amikor egy <b>Rabszolgahajcsár</b> sebzést okoz neki, {Damage} sebzést okoz a <b>leggyengébb ellenségnek</b>.\nHa ezen egység ereje nagyobb, mint a <b>Rabszolgahajcsáré</b>, a <b>Rabszolgahajcsárt</b> -> <b>Hullává</b> változtatja.
202360_fluff;Vessetek egy pillantást, tiszteletreméltó elf urak, mindarra a szépségekre, amiket ma hoztam nektek.
202360_name;Havekár szállítmány
202360_tooltip;Amikor egy egységet a pakliból <keyword=summon>Idéznek</keyword>, {Armor} <keyword=armor>Páncélt</keyword> ad neki, és 1 <keyword=charge>Töltet</keyword>-pontot szerez. Amikor ez az egység eléri a(z) {TriggerTimer} <keyword=charge>Töltet</keyword>-pontot, egy véletlenszerûen választott <b>Csecsebecsét</b> <keyword=spawn>Teremt</keyword> a kezedbe, aztán a <keyword=charge>Töltet</keyword> értékét 0-ra állítja.
202361_fluff;Rosszabb az íze, mint amilyennek tûnik.
202361_name;Troll leves
202361_tooltip;Minden körben, a kör elején <keyword=consume>Bekebelezi</keyword> a bal legszélsô kártyát a közelharci soron. Ha az egy <b>Hozzávaló</b>, a <b>Troll leves</b> 1-et veszít az erejébôl. Ha az egy egység, akkor <b>Meve</b> elveszíti a csatát.
202362_fluff;Az embereknek mérgezô. A trolloknak ízletes.
202362_name;Hozzávaló: Gomba
202362_tooltip;Az extra aromáért és karakterért minden levesben kell hogy legyen gomba.
202363_fluff;Nem számít, ha kicsit pimpós a szaga – ital nélkül csak az eszik levest, akinek nincsen agya!
202363_name;Hozzávaló: Buggyant sör
